HumanEval_ID,fraction_matched,average_similarity
HumanEval/0,0.0,0.09081837730621746
HumanEval/1,0.0,0.12696354912789554
HumanEval/10,0.0,0.007361294839830219
HumanEval/100,1.0,1.0
HumanEval/101,0.16666666666666666,0.22711781605951306
HumanEval/102,0.5,0.8976608187134503
HumanEval/103,0.25,0.8026106899555907
HumanEval/104,0.0,0.862833133931061
HumanEval/105,0.0,0.6589474452504185
HumanEval/106,0.0,0.4349602514229709
HumanEval/107,0.0,0.23583426882166678
HumanEval/108,0.0,0.48162332824203447
HumanEval/109,0.2,0.7854602664980634
HumanEval/11,0.0,0.4317657896669725
HumanEval/110,0.0,0.7327146753790057
HumanEval/111,0.0,0.7743946257681895
HumanEval/112,1.0,1.0
HumanEval/113,0.0,0.934439735897563
HumanEval/114,0.0,0.7172924680510723
HumanEval/115,0.0,0.8125
HumanEval/116,1.0,1.0
HumanEval/117,0.14285714285714285,0.25766330604912313
HumanEval/118,0.15384615384615385,0.7771120547378133
HumanEval/119,0.0,0.13848974024431862
HumanEval/12,0.6666666666666666,0.903030303030303
HumanEval/120,1.0,1.0
HumanEval/121,1.0,1.0
HumanEval/122,1.0,1.0
HumanEval/123,0.0,0.010131262585561775
HumanEval/124,0.125,0.8604073265197925
HumanEval/125,0.375,0.8930311890838206
HumanEval/126,0.0,0.9209581185781421
HumanEval/127,0.0,0.7413839891451831
HumanEval/128,1.0,1.0
HumanEval/129,0.0,0.29179822993364385
HumanEval/13,0.25,0.8766398158803221
HumanEval/130,0.1,0.5699775152638729
HumanEval/131,0.0,0.6769134542449757
HumanEval/132,0.0,0.44576353743726627
HumanEval/133,0.0,0.8311418097487043
HumanEval/134,1.0,1.0
HumanEval/135,0.2,0.8429865754463005
HumanEval/136,1.0,1.0
HumanEval/137,0.875,0.9857142857142858
HumanEval/138,1.0,1.0
HumanEval/139,0.0,0.8732049567695265
HumanEval/14,0.0,0.7899499934113695
HumanEval/140,0.0,0.06414656017529426
HumanEval/141,0.038461538461538464,0.6230432276578224
HumanEval/142,0.0,0.36743870989090704
HumanEval/143,0.0,0.32221599776359344
HumanEval/144,0.6923076923076923,0.9934533551554829
HumanEval/145,0.0,0.09600832951522242
HumanEval/146,0.14285714285714285,0.5057080138889865
HumanEval/147,0.0,0.009044818740622351
HumanEval/148,0.5454545454545454,0.9460703289580294
HumanEval/149,0.0,0.8661070805604328
HumanEval/15,0.3333333333333333,0.7575757575757575
HumanEval/150,0.125,0.47566095967064703
HumanEval/151,1.0,1.0
HumanEval/152,1.0,1.0
HumanEval/153,0.0,0.7681227485234361
HumanEval/154,0.0,0.019196162037776066
HumanEval/155,0.0,0.7108432420504964
HumanEval/156,0.0,0.02798215378485225
HumanEval/157,0.6363636363636364,0.8677685950413223
HumanEval/158,1.0,1.0
HumanEval/159,0.6666666666666666,0.9298245614035089
HumanEval/16,0.75,0.9090909090909091
HumanEval/160,0.0,0.8901234567901235
HumanEval/161,0.0,0.7863942626573458
HumanEval/162,1.0,1.0
HumanEval/163,1.0,1.0
HumanEval/17,1.0,1.0
HumanEval/18,0.0,0.6059361440196156
HumanEval/19,0.0,0.806060606060606
HumanEval/2,1.0,1.0
HumanEval/20,0.0,0.015262659734711859
HumanEval/21,1.0,1.0
HumanEval/22,1.0,1.0
HumanEval/23,0.0,0.6363636363636364
HumanEval/24,0.2,0.7163961647270696
HumanEval/25,0.0,0.18473177567320753
HumanEval/26,1.0,1.0
HumanEval/27,0.3333333333333333,0.7999999999999999
HumanEval/28,1.0,1.0
HumanEval/29,1.0,1.0
HumanEval/3,0.0,0.7876689283526748
HumanEval/30,0.0,0.6363636363636364
HumanEval/31,0.08333333333333333,0.5401216752368233
HumanEval/33,1.0,1.0
HumanEval/34,1.0,1.0
HumanEval/35,0.0,0.7669945355191257
HumanEval/36,0.0,0.03406951920927313
HumanEval/37,0.0,0.8765056393181778
HumanEval/39,0.0,0.33438750221266583
HumanEval/4,1.0,1.0
HumanEval/40,0.0,0.44529464885798997
HumanEval/41,0.0,0.6363636363636364
HumanEval/42,0.3333333333333333,0.7575757575757575
HumanEval/43,0.0,0.4171441129316347
HumanEval/44,0.0,0.8862589067562766
HumanEval/45,1.0,1.0
HumanEval/46,0.0,0.7160261095842348
HumanEval/47,0.4,0.8891278375149343
HumanEval/48,0.14285714285714285,0.8293048071336353
HumanEval/49,0.0,0.43488035754601867
HumanEval/5,0.3333333333333333,0.9495208609759693
HumanEval/51,1.0,1.0
HumanEval/52,0.0,0.7473215680335438
HumanEval/53,1.0,1.0
HumanEval/54,0.0,0.5151515151515151
HumanEval/55,0.25,0.2633163945864765
HumanEval/56,0.0,0.4575442822971956
HumanEval/57,0.7142857142857143,0.9809523809523809
HumanEval/58,0.0,0.5301632379255496
HumanEval/59,0.0,0.0012277456996298332
HumanEval/6,0.0,0.2269784126912001
HumanEval/60,1.0,1.0
HumanEval/61,0.0,0.7571656960146169
HumanEval/62,1.0,1.0
HumanEval/63,0.3333333333333333,0.6650747349958057
HumanEval/64,0.42857142857142855,0.9346938775510204
HumanEval/65,0.8,0.9913043478260869
HumanEval/66,0.875,0.9545454545454546
HumanEval/67,0.0,0.37742504409171074
HumanEval/68,0.75,0.9148148148148149
HumanEval/69,0.0,0.18920284756411299
HumanEval/7,1.0,1.0
HumanEval/70,0.0,0.8560473699459631
HumanEval/71,0.6666666666666666,0.8395061728395061
HumanEval/72,0.3333333333333333,0.8531528793132169
HumanEval/73,0.0,0.7802103433123119
HumanEval/74,0.0,0.8050014958680968
HumanEval/75,0.0,0.001290530730763
HumanEval/76,0.1,0.4264301641426931
HumanEval/77,1.0,1.0
HumanEval/78,0.07692307692307693,0.5830843086044009
HumanEval/79,0.0,0.6363636363636364
HumanEval/8,0.2,0.9477748917748918
HumanEval/80,0.375,0.6476735346044414
HumanEval/81,0.0,0.6065784681493804
HumanEval/82,0.125,0.7677804357614323
HumanEval/83,1.0,1.0
HumanEval/84,0.0,0.6363636363636364
HumanEval/85,1.0,1.0
HumanEval/86,1.0,1.0
HumanEval/87,1.0,1.0
HumanEval/88,1.0,1.0
HumanEval/89,0.125,0.5716175231172261
HumanEval/9,0.0,0.8766332231216509
HumanEval/90,1.0,1.0
HumanEval/91,1.0,1.0
HumanEval/92,0.8,0.9913043478260869
HumanEval/93,1.0,1.0
HumanEval/94,0.0,0.04362660902755431
HumanEval/95,0.14285714285714285,0.7878129834123653
HumanEval/96,0.0,0.2536419673571499
HumanEval/97,1.0,1.0
HumanEval/98,0.14285714285714285,0.8320143051508563
HumanEval/99,0.0,0.8412985340676297
