Filename,Category,Predicted,Actual,Matched,Distance
1114,Concurrency_prepared,"[23, 24, 5, 6, 7, 8, 25, 11, 12, 26, 15, 16, 17, 27, 20, 21]","[24, 5, 6, 7, 8, 25, 11, 25, 12, 26, 15, 16, 26, 17, 27, 20, 21, 27]",False,0.8740157480314961
1114,Concurrency_prepared,"[22, 24, 27, 30, 33, 34, 35, (, 37, 25, 9, 10, 38, 13, 14, 15, 39, 18, 19, 40, 42, 43, 44, )]","[22, 3, 4, 5, 6, 24, 27, 30, 33, 34, 35, '(', 37, 25, 9, 25, 10, 39, 28, 13, 14, 28, 15, 40, 31, 18, 19, 31, 42, 43, 44, ')']",False,0.8387096774193549
1114,Concurrency_prepared,"[1, 3, 4, 5, 6, 7, 8, 5, 6, 7, 8, 23, 24, 29, 30, 32, 33, (, 35, 25, 11, 12, 26, 15, 16, 17, 27, 20, 21, 37, 25, 11, 12, 26, 15, 16, 17, 27, 20, 21, 39, 40, )]","[24, 29, 5, 6, 7, 8, 30, 5, 6, 7, 8, 32, 33, '(', 35, 25, 11, 25, 12, 26, 15, 16, 26, 17, 27, 20, 21, 27, 37, 25, 11, 25, 12, 26, 15, 16, 26, 17, 27, 20, 21, 27, 39, 40, ')']",False,0.3765060240963855
1114,Concurrency_prepared,"[24, 39, 41, 42, (, 27, 11, 12, 30, 15, 16, 17, 33, 20, 21, 44, 45, 46, )]","[24, 5, 6, 7, 8, 26, 29, 32, 35, 36, 37, '(', 39, 27, 11, 27, 12, 41, 33, 20, 42, 30, 15, 16, 30, 17, 44, 45, 46, 21, 33, ')']",False,0.5979899497487438
1114,Concurrency_prepared,"[29, 30, 31, 33, 34, 35, (, 37, 25, 11, 12, 26, 15, 16, 17, 27, 20, 21, 38, 25, 11, 12, 26, 15, 16, 17, 27, 20, 21, 39, 25, 11, 12, 26, 15, 16, 17, 27, 20, 21, 42, 43, 44, )]","[24, 29, 5, 6, 7, 8, 30, 5, 6, 7, 8, 31, 5, 6, 7, 8, 33, 34, 35, '(', 37, 25, 11, 25, 12, 26, 15, 16, 26, 17, 27, 20, 21, 27, 39, 25, 11, 25, 12, 26, 15, 16, 26, 17, 27, 20, 21, 27, 40, 25, 11, 25, 12, 26, 15, 16, 26, 17, 27, 20, 21, 27, 42, 43, 44, ')']",False,0.1569086651053864
1115,Concurrency_prepared,"[25, 26, 27, 28, 29, (, 30, 32, 9, 10, 11, 15, 16, 17, 9, 10, 11, 15, 16, 17, 9, 10, 11, 15, 16, 17, 9, 10, 11, 15, 16, 17, 9, 10, 11, 15, 16, 17, 33, 34, )]","[26, 27, 3, 4, 5, 28, 29, '(', 30, 8, 9, 10, 20, 11, 8, 9, 32, 14, 15, 16, 23, 17, 14, 15, 33, 10, 20, 11, 8, 9, 16, 23, 17, 14, 15, 10, 20, 11, 8, 9, 16, 23, 17, 14, 15, 10, 20, 11, 8, 9, 16, 23, 17, 14, 15, 10, 20, 11, 8, 16, 23, 17, 14, 34, ')']",False,0.0346534653465346
1115,Concurrency_prepared,"[29, 30, 31, 32, (, 33, 12, 23, 14, 35, 18, 26, 20, 12, 23, 14, 18, 26, 20, 12, 23, 14, 18, 26, 20, 36, 37, )]","[29, 30, 6, 7, 8, 31, 32, '(', 33, 11, 12, 13, 23, 14, 11, 12, 35, 17, 18, 19, 26, 20, 17, 18, 36, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 19, 26, 20, 17, 37, ')']",False,0.0972222222222222
1115,Concurrency_prepared,"[1, 2, 4, 5, 6, 7, 8, 10, 16, 22, 23, 25, 26, 28, 29, 30, 31, 32, (, 33, 12, 13, 14, 35, 18, 19, 20, 12, 13, 14, 18, 19, 20, 12, 13, 14, 18, 19, 20, 12, 13, 14, 18, 19, 20, 12, 13, 14, 18, 19, 20, 12, 13, 14, 18, 19, 20, 12, 13, 14, 18, 19, 20, 12, 13, 14, 18, 19, 20, 36, 37, )]","[29, 30, 6, 7, 8, 31, 32, '(', 33, 11, 12, 13, 23, 14, 11, 12, 35, 17, 18, 19, 26, 20, 17, 18, 36, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 37, 19, 26, 20, 17, ')']",False,0.0842787682333873
1115,Concurrency_prepared,"[28, 29, 30, 5, 6, 7, 8, 31, 32, (, 33, 35, 12, 13, 22, 23, 14, 18, 19, 25, 26, 20, 12, 13, 22, 23, 14, 18, 19, 25, 26, 20, 36, 37, )]","[29, 30, 6, 7, 8, 31, 32, '(', 33, 11, 12, 13, 23, 14, 11, 12, 35, 17, 18, 19, 26, 20, 17, 18, 36, 13, 23, 14, 11, 19, 26, 20, 17, 37, ')']",False,0.3198529411764705
1115,Concurrency_prepared,"[28, 29, 30, 6, 7, 8, 31, 32, (, 33, 35, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 12, 13, 23, 14, 18, 19, 26, 20, 36, 37, )]","[29, 30, 6, 7, 8, 31, 32, '(', 33, 11, 12, 13, 23, 14, 11, 12, 35, 17, 18, 19, 26, 20, 17, 18, 36, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 12, 19, 26, 20, 17, 18, 13, 23, 14, 11, 19, 26, 20, 17, 37, ')']",False,0.0843243243243243
